User_id,category,Amount,Age,Day_of_week,Month,Day_of_month,year
12,Luxury Items,7546,41,4,7,12,2024
12,Public Transport,962,23,5,7,13,2024
12,Entertainment,2234,30,6,7,14,2024
12,Dining,918,25,0,7,15,2024
12,Subscriptions,940,30,1,7,16,2024
12,Shopping,3613,33,2,7,17,2024
12,Education,4766,29,3,7,18,2024
12,Travel,9488,34,4,7,19,2024
12,Luxury Items,18063,28,5,7,20,2024
12,Groceries,327,46,6,7,21,2024
12,Travel,9425,31,0,7,22,2024
12,Education,9167,26,1,7,23,2024
12,Utilities,1697,39,2,7,24,2024
12,Entertainment,2392,26,3,7,25,2024
12,Public Transport,60,30,4,7,26,2024
12,Entertainment,2355,19,5,7,27,2024
12,Hobbies,1432,32,6,7,28,2024
12,Rent,16929,32,0,7,29,2024
12,Healthcare,1635,59,1,7,30,2024
12,Groceries,893,46,2,7,31,2024
12,Luxury Items,8865,30,3,8,1,2024
12,Dining,649,21,4,8,2,2024
12,Entertainment,2495,21,5,8,3,2024
12,Travel,9665,28,6,8,4,2024
12,Public Transport,708,36,0,8,5,2024
12,Education,3075,30,1,8,6,2024
12,Rent,19009,33,2,8,7,2024
12,Hobbies,2860,22,3,8,8,2024
12,Travel,2247,28,4,8,9,2024
12,Healthcare,2110,49,5,8,10,2024
12,Entertainment,553,26,6,8,11,2024
12,Dining,721,30,0,8,12,2024
12,Shopping,1233,19,1,8,13,2024
12,Hobbies,1224,38,2,8,14,2024
12,Dining,702,22,3,8,15,2024
12,Hobbies,2507,34,4,8,16,2024
12,Shopping,3195,33,5,8,17,2024
12,Education,2624,18,6,8,18,2024
12,Rent,16849,22,0,8,19,2024
12,Shopping,3329,33,1,8,20,2024
12,Shopping,1226,28,2,8,21,2024
12,Travel,2482,36,3,8,22,2024
12,Shopping,621,33,4,8,23,2024
12,Travel,4603,28,5,8,24,2024
12,Travel,8711,31,6,8,25,2024
12,Education,8530,30,0,8,26,2024
12,Entertainment,2138,30,1,8,27,2024
12,Dining,323,22,2,8,28,2024
12,Subscriptions,1354,22,3,8,29,2024
12,Utilities,1287,45,4,8,30,2024
12,Groceries,1290,30,5,8,31,2024
12,Subscriptions,1266,21,6,9,1,2024
12,Rent,17103,37,0,9,2,2024
12,Public Transport,562,33,1,9,3,2024
12,Luxury Items,14905,40,2,9,4,2024
12,Shopping,1147,35,3,9,5,2024
12,Subscriptions,1375,33,4,9,6,2024
12,Education,8601,19,5,9,7,2024
12,Rent,12121,32,6,9,8,2024
12,Subscriptions,1317,31,0,9,9,2024
12,Travel,6848,22,1,9,10,2024
12,Shopping,3501,34,2,9,11,2024
12,Utilities,1947,42,3,9,12,2024
12,Healthcare,2569,20,4,9,13,2024
12,Groceries,405,43,5,9,14,2024
12,Hobbies,2137,31,6,9,15,2024
12,Utilities,2644,33,0,9,16,2024
12,Rent,17955,33,1,9,17,2024
12,Education,6786,27,2,9,18,2024
12,Subscriptions,114,25,3,9,19,2024
12,Dining,211,33,4,9,20,2024
12,Utilities,879,47,5,9,21,2024
12,Subscriptions,1451,22,6,9,22,2024
12,Entertainment,1296,26,0,9,23,2024
12,Groceries,1127,42,1,9,24,2024
12,Hobbies,1301,27,2,9,25,2024
12,Healthcare,3854,47,3,9,26,2024
12,Dining,953,30,4,9,27,2024
12,Groceries,264,23,5,9,28,2024
12,Travel,4820,28,6,9,29,2024
12,Education,8194,20,0,9,30,2024
12,Subscriptions,244,37,1,10,1,2024
12,Groceries,540,47,2,10,2,2024
12,Utilities,1464,27,3,10,3,2024
12,Hobbies,1018,33,4,10,4,2024
12,Groceries,488,42,5,10,5,2024
12,Travel,2542,38,6,10,6,2024
12,Rent,16678,32,0,10,7,2024
12,Healthcare,4389,58,1,10,8,2024
12,Rent,19214,22,2,10,9,2024
12,Education,4626,24,3,10,10,2024
12,Rent,16513,36,4,10,11,2024
12,Dining,1224,18,5,10,12,2024
12,Hobbies,1992,21,6,10,13,2024
12,Dining,328,34,0,10,14,2024
12,Healthcare,1064,50,1,10,15,2024
12,Travel,4941,26,2,10,16,2024
12,Entertainment,2345,22,3,10,17,2024
12,Utilities,1677,37,4,10,18,2024
12,Dining,1679,25,5,10,19,2024
12,Travel,7410,27,6,10,20,2024
12,Groceries,458,24,0,10,21,2024
12,Healthcare,3344,60,1,10,22,2024
12,Education,8481,33,2,10,23,2024
12,Rent,11414,36,3,10,24,2024
12,Utilities,2826,49,4,10,25,2024
12,Shopping,4781,23,5,10,26,2024
12,Shopping,3567,29,6,10,27,2024
12,Public Transport,308,21,0,10,28,2024
12,Travel,8087,40,1,10,29,2024
12,Luxury Items,5306,31,2,10,30,2024
12,Education,3746,25,3,10,31,2024
12,Entertainment,1604,23,4,11,1,2024
12,Public Transport,267,27,5,11,2,2024
12,Subscriptions,959,19,6,11,3,2024
12,Entertainment,1618,18,0,11,4,2024
12,Luxury Items,13958,34,1,11,5,2024
12,Utilities,2403,31,2,11,6,2024
12,Utilities,803,23,3,11,7,2024
12,Subscriptions,752,35,4,11,8,2024
12,Travel,5762,37,5,11,9,2024
12,Travel,4793,25,6,11,10,2024
12,Education,9460,22,0,11,11,2024
12,Dining,292,28,1,11,12,2024
12,Hobbies,345,25,2,11,13,2024
12,Dining,516,18,3,11,14,2024
12,Entertainment,665,28,4,11,15,2024
12,Subscriptions,1364,35,5,11,16,2024
12,Groceries,1427,21,6,11,17,2024
12,Travel,5883,30,0,11,18,2024
12,Dining,939,22,1,11,19,2024
12,Dining,576,28,2,11,20,2024
12,Travel,6662,36,3,11,21,2024
12,Entertainment,1377,25,4,11,22,2024
12,Utilities,2946,27,5,11,23,2024
12,Utilities,669,30,6,11,24,2024
12,Shopping,2282,23,0,11,25,2024
12,Travel,4521,32,1,11,26,2024
12,Groceries,829,43,2,11,27,2024
12,Public Transport,761,30,3,11,28,2024
12,Hobbies,2480,28,4,11,29,2024
12,Entertainment,2303,22,5,11,30,2024
12,Shopping,1977,34,6,12,1,2024
12,Education,5749,25,0,12,2,2024
12,Rent,18946,35,1,12,3,2024
12,Healthcare,2439,28,2,12,4,2024
12,Travel,9740,34,3,12,5,2024
12,Shopping,1792,33,4,12,6,2024
12,Healthcare,683,23,5,12,7,2024
12,Luxury Items,24706,44,6,12,8,2024
12,Entertainment,837,28,0,12,9,2024
12,Public Transport,278,34,1,12,10,2024
12,Healthcare,1190,47,2,12,11,2024
12,Entertainment,2021,27,3,12,12,2024
12,Subscriptions,569,39,4,12,13,2024
12,Luxury Items,7580,30,5,12,14,2024
12,Rent,10782,40,6,12,15,2024
12,Hobbies,2668,39,0,12,16,2024
12,Public Transport,334,24,1,12,17,2024
12,Groceries,774,34,2,12,18,2024
12,Hobbies,836,28,3,12,19,2024
12,Public Transport,517,33,4,12,20,2024
12,Dining,1852,24,5,12,21,2024
12,Entertainment,1733,30,6,12,22,2024
12,Hobbies,304,28,0,12,23,2024
12,Healthcare,1540,52,1,12,24,2024
12,Public Transport,671,38,2,12,25,2024
13,Public Transport,306,41,0,1,1,2024
13,Hobbies,360,23,1,1,2,2024
13,Rent,8284,32,2,1,3,2024
13,Entertainment,1978,27,3,1,4,2024
13,Dining,473,18,4,1,5,2024
13,Shopping,1162,25,5,1,6,2024
13,Rent,16551,35,6,1,7,2024
13,Groceries,576,43,0,1,8,2024
13,Public Transport,265,29,1,1,9,2024
13,Public Transport,209,41,2,1,10,2024
13,Education,6344,22,3,1,11,2024
13,Utilities,624,24,4,1,12,2024
13,Education,1494,30,5,1,13,2024
13,Hobbies,1655,30,6,1,14,2024
13,Travel,9415,30,0,1,15,2024
13,Rent,10204,39,1,1,16,2024
13,Hobbies,2958,21,2,1,17,2024
13,Healthcare,1001,27,3,1,18,2024
13,Shopping,1377,34,4,1,19,2024
13,Entertainment,1514,23,5,1,20,2024
13,Healthcare,1190,38,6,1,21,2024
13,Healthcare,3189,57,0,1,22,2024
13,Education,2907,22,1,1,23,2024
13,Luxury Items,24876,43,2,1,24,2024
13,Travel,7591,22,3,1,25,2024
13,Healthcare,776,32,4,1,26,2024
13,Hobbies,1496,22,5,1,27,2024
13,Hobbies,802,40,6,1,28,2024
13,Groceries,922,31,0,1,29,2024
13,Rent,17700,25,1,1,30,2024
13,Public Transport,310,24,2,1,31,2024
13,Subscriptions,1463,19,3,2,1,2024
13,Utilities,1366,22,4,2,2,2024
13,Public Transport,946,24,5,2,3,2024
13,Rent,13547,40,6,2,4,2024
13,Entertainment,514,21,0,2,5,2024
13,Luxury Items,11051,34,1,2,6,2024
13,Subscriptions,822,31,2,2,7,2024
13,Subscriptions,1027,21,3,2,8,2024
13,Travel,6810,20,4,2,9,2024
13,Rent,12452,24,5,2,10,2024
13,Public Transport,956,20,6,2,11,2024
13,Rent,18161,27,0,2,12,2024
13,Education,6199,18,1,2,13,2024
13,Utilities,1323,50,2,2,14,2024
13,Groceries,1324,19,3,2,15,2024
13,Luxury Items,5984,31,4,2,16,2024
13,Travel,2572,34,5,2,17,2024
13,Public Transport,301,38,6,2,18,2024
13,Education,1257,19,0,2,19,2024
13,Subscriptions,837,40,1,2,20,2024
13,Dining,1000,35,2,2,21,2024
13,Healthcare,3627,46,3,2,22,2024
13,Luxury Items,22439,30,4,2,23,2024
13,Hobbies,842,27,5,2,24,2024
13,Shopping,4228,20,6,2,25,2024
13,Travel,2445,37,0,2,26,2024
13,Utilities,306,30,1,2,27,2024
13,Rent,11972,35,2,2,28,2024
13,Travel,9787,21,3,2,29,2024
13,Entertainment,1935,25,4,3,1,2024
13,Luxury Items,20915,41,5,3,2,2024
13,Public Transport,518,20,6,3,3,2024
13,Rent,11262,27,0,3,4,2024
13,Travel,9142,26,1,3,5,2024
13,Subscriptions,579,27,2,3,6,2024
13,Hobbies,603,36,3,3,7,2024
13,Rent,17143,28,4,3,8,2024
13,Utilities,1286,46,5,3,9,2024
13,Groceries,753,20,6,3,10,2024
13,Healthcare,4778,37,0,3,11,2024
13,Education,3680,23,1,3,12,2024
13,Healthcare,4270,20,2,3,13,2024
13,Hobbies,1186,24,3,3,14,2024
13,Rent,9708,38,4,3,15,2024
13,Healthcare,1211,39,5,3,16,2024
13,Groceries,919,31,6,3,17,2024
13,Travel,7279,37,0,3,18,2024
13,Public Transport,637,22,1,3,19,2024
13,Hobbies,338,18,2,3,20,2024
13,Education,5026,29,3,3,21,2024
13,Education,7749,24,4,3,22,2024
13,Education,9971,19,5,3,23,2024
13,Utilities,1651,22,6,3,24,2024
13,Healthcare,4390,19,0,3,25,2024
13,Education,6767,23,1,3,26,2024
13,Public Transport,948,33,2,3,27,2024
13,Hobbies,2891,32,3,3,28,2024
13,Rent,8587,29,4,3,29,2024
13,Entertainment,2455,25,5,3,30,2024
13,Travel,6720,36,6,3,31,2024
13,Rent,15866,39,0,4,1,2024
13,Utilities,2337,38,1,4,2,2024
13,Rent,10619,32,2,4,3,2024
13,Education,3011,24,3,4,4,2024
13,Luxury Items,17755,25,4,4,5,2024
13,Subscriptions,1425,32,5,4,6,2024
13,Dining,1917,26,6,4,7,2024
13,Subscriptions,1123,38,0,4,8,2024
13,Hobbies,1989,36,1,4,9,2024
13,Luxury Items,13571,30,2,4,10,2024
13,Dining,1541,18,3,4,11,2024
13,Rent,9114,26,4,4,12,2024
13,Entertainment,742,23,5,4,13,2024
13,Travel,7043,32,6,4,14,2024
13,Subscriptions,1345,19,0,4,15,2024
13,Rent,9985,28,1,4,16,2024
13,Luxury Items,5979,25,2,4,17,2024
13,Education,5488,22,3,4,18,2024
13,Subscriptions,1017,38,4,4,19,2024
13,Luxury Items,19054,29,5,4,20,2024
13,Public Transport,579,31,6,4,21,2024
13,Luxury Items,16201,30,0,4,22,2024
13,Groceries,706,23,1,4,23,2024
13,Utilities,816,35,2,4,24,2024
13,Subscriptions,217,21,3,4,25,2024
13,Rent,15331,38,4,4,26,2024
13,Education,6432,22,5,4,27,2024
13,Entertainment,2473,28,6,4,28,2024
13,Dining,1208,33,0,4,29,2024
13,Rent,19785,36,1,4,30,2024
13,Travel,2952,22,2,5,1,2024
13,Groceries,1051,35,3,5,2,2024
13,Travel,6685,38,4,5,3,2024
13,Utilities,2856,24,5,5,4,2024
13,Education,1745,35,6,5,5,2024
13,Travel,8899,33,0,5,6,2024
13,Subscriptions,1289,34,1,5,7,2024
13,Hobbies,1475,39,2,5,8,2024
13,Utilities,1758,20,3,5,9,2024
13,Hobbies,2661,20,4,5,10,2024
13,Subscriptions,503,31,5,5,11,2024
13,Public Transport,331,43,6,5,12,2024
13,Utilities,1323,49,0,5,13,2024
13,Groceries,800,37,1,5,14,2024
13,Rent,9220,32,2,5,15,2024
13,Dining,736,35,3,5,16,2024
13,Dining,1843,33,4,5,17,2024
13,Travel,2624,32,5,5,18,2024
13,Hobbies,2714,23,6,5,19,2024
13,Shopping,652,30,0,5,20,2024
13,Groceries,1275,27,1,5,21,2024
13,Public Transport,238,40,2,5,22,2024
13,Shopping,4556,25,3,5,23,2024
13,Healthcare,760,18,4,5,24,2024
13,Dining,1362,26,5,5,25,2024
13,Travel,9199,21,6,5,26,2024
13,Dining,1535,23,0,5,27,2024
13,Entertainment,753,18,1,5,28,2024
13,Education,8332,35,2,5,29,2024
13,Healthcare,2799,56,3,5,30,2024
13,Healthcare,1351,19,4,5,31,2024
13,Shopping,2057,27,5,6,1,2024
13,Dining,736,24,6,6,2,2024
13,Entertainment,1347,20,0,6,3,2024
13,Dining,567,27,1,6,4,2024
13,Rent,17250,35,2,6,5,2024
13,Shopping,2439,34,3,6,6,2024
13,Groceries,230,38,4,6,7,2024
13,Groceries,782,29,5,6,8,2024
13,Dining,1867,23,6,6,9,2024
13,Healthcare,4152,20,0,6,10,2024
13,Subscriptions,1256,37,1,6,11,2024
13,Travel,4724,20,2,6,12,2024
13,Healthcare,2811,57,3,6,13,2024
13,Groceries,918,38,4,6,14,2024
13,Utilities,2306,47,5,6,15,2024
13,Public Transport,646,42,6,6,16,2024
13,Shopping,2920,26,0,6,17,2024
13,Groceries,904,43,1,6,18,2024
13,Public Transport,861,30,2,6,19,2024
13,Dining,669,18,3,6,20,2024
13,Groceries,363,44,4,6,21,2024
13,Subscriptions,773,22,5,6,22,2024
13,Dining,808,23,6,6,23,2024
13,Groceries,1233,34,0,6,24,2024
13,Travel,8404,23,1,6,25,2024
13,Dining,326,35,2,6,26,2024
13,Healthcare,719,33,3,6,27,2024
13,Rent,8776,37,4,6,28,2024
13,Luxury Items,24511,34,5,6,29,2024
13,Hobbies,1470,36,6,6,30,2024
13,Subscriptions,1318,26,0,7,1,2024
13,Groceries,398,39,1,7,2,2024
13,Shopping,515,31,2,7,3,2024
13,Utilities,512,20,3,7,4,2024
13,Utilities,1255,20,4,7,5,2024
13,Rent,10867,24,5,7,6,2024
13,Travel,8889,26,6,7,7,2024
13,Shopping,4793,29,0,7,8,2024
13,Rent,13244,29,1,7,9,2024
13,Rent,18151,28,2,7,10,2024
13,Healthcare,3742,31,3,7,11,2024
13,Entertainment,1215,20,4,7,12,2024
13,Utilities,750,43,5,7,13,2024
13,Groceries,1150,27,6,7,14,2024
13,Rent,9636,22,0,7,15,2024
13,Hobbies,379,30,1,7,16,2024
13,Dining,1267,25,2,7,17,2024
13,Education,2209,24,3,7,18,2024
13,Hobbies,2743,37,4,7,19,2024
13,Travel,7922,24,5,7,20,2024
13,Hobbies,1916,20,6,7,21,2024
13,Groceries,1489,37,0,7,22,2024
13,Utilities,1116,50,1,7,23,2024
13,Rent,11590,25,2,7,24,2024
13,Public Transport,751,40,3,7,25,2024
13,Hobbies,1699,26,4,7,26,2024
13,Rent,18183,33,5,7,27,2024
13,Education,6837,24,6,7,28,2024
13,Utilities,582,47,0,7,29,2024
13,Subscriptions,106,33,1,7,30,2024
13,Travel,2010,35,2,7,31,2024
13,Healthcare,3939,18,3,8,1,2024
13,Healthcare,1499,35,4,8,2,2024
13,Healthcare,3363,58,5,8,3,2024
13,Groceries,400,24,6,8,4,2024
13,Luxury Items,20990,38,0,8,5,2024
13,Rent,17748,40,1,8,6,2024
13,Groceries,792,30,2,8,7,2024
13,Entertainment,1522,28,3,8,8,2024
13,Utilities,1216,40,4,8,9,2024
13,Utilities,1397,30,5,8,10,2024
13,Utilities,696,22,6,8,11,2024
13,Groceries,494,43,0,8,12,2024
13,Shopping,4633,29,1,8,13,2024
13,Subscriptions,263,19,2,8,14,2024
13,Utilities,675,27,3,8,15,2024
13,Education,9054,23,4,8,16,2024
13,Education,1780,33,5,8,17,2024
13,Rent,9397,27,6,8,18,2024
13,Healthcare,738,33,0,8,19,2024
13,Rent,16398,27,1,8,20,2024
13,Shopping,3637,23,2,8,21,2024
13,Shopping,3654,32,3,8,22,2024
13,Groceries,261,29,4,8,23,2024
13,Education,1588,31,5,8,24,2024
13,Rent,9445,40,6,8,25,2024
13,Hobbies,2226,31,0,8,26,2024
13,Travel,8745,26,1,8,27,2024
13,Education,9154,21,2,8,28,2024
13,Utilities,1455,39,3,8,29,2024
13,Public Transport,273,24,4,8,30,2024
13,Groceries,542,37,5,8,31,2024
13,Public Transport,723,34,6,9,1,2024
13,Public Transport,919,37,0,9,2,2024
13,Groceries,432,23,1,9,3,2024
13,Entertainment,1245,26,2,9,4,2024
13,Public Transport,922,41,3,9,5,2024
13,Groceries,435,27,4,9,6,2024
13,Education,1688,29,5,9,7,2024
13,Hobbies,708,37,6,9,8,2024
13,Shopping,4294,30,0,9,9,2024
13,Groceries,440,33,1,9,10,2024
13,Shopping,616,20,2,9,11,2024
13,Subscriptions,1039,29,3,9,12,2024
13,Travel,5008,37,4,9,13,2024
13,Public Transport,413,27,5,9,14,2024
13,Entertainment,1894,30,6,9,15,2024
13,Healthcare,3919,58,0,9,16,2024
13,Luxury Items,8742,26,1,9,17,2024
13,Shopping,4433,27,2,9,18,2024
13,Utilities,578,30,3,9,19,2024
13,Hobbies,676,36,4,9,20,2024
13,Entertainment,459,23,5,9,21,2024
13,Travel,8941,20,6,9,22,2024
13,Dining,395,25,0,9,23,2024
13,Groceries,794,39,1,9,24,2024
13,Groceries,410,21,2,9,25,2024
13,Shopping,2847,27,3,9,26,2024
13,Public Transport,225,24,4,9,27,2024
13,Groceries,602,30,5,9,28,2024
13,Dining,431,28,6,9,29,2024
13,Entertainment,1057,19,0,9,30,2024
13,Rent,14799,34,1,10,1,2024
13,Dining,1894,21,2,10,2,2024
13,Travel,9102,24,3,10,3,2024
13,Groceries,1488,30,4,10,4,2024
13,Healthcare,3916,39,5,10,5,2024
13,Entertainment,2271,29,6,10,6,2024
13,Public Transport,385,32,0,10,7,2024
13,Entertainment,866,21,1,10,8,2024
13,Groceries,350,29,2,10,9,2024
13,Public Transport,751,19,3,10,10,2024
13,Luxury Items,20416,25,4,10,11,2024
13,Public Transport,347,22,5,10,12,2024
13,Rent,13873,36,6,10,13,2024
13,Dining,537,22,0,10,14,2024
13,Rent,15981,25,1,10,15,2024
13,Public Transport,439,43,2,10,16,2024
13,Luxury Items,14956,44,3,10,17,2024
13,Shopping,4455,24,4,10,18,2024
13,Utilities,2028,32,5,10,19,2024
13,Shopping,1256,18,6,10,20,2024
13,Travel,2463,32,0,10,21,2024
13,Public Transport,207,25,1,10,22,2024
13,Entertainment,2041,18,2,10,23,2024
13,Healthcare,736,34,3,10,24,2024
13,Public Transport,246,35,4,10,25,2024
13,Education,5614,22,5,10,26,2024
13,Hobbies,1846,30,6,10,27,2024
13,Shopping,2663,22,0,10,28,2024
13,Dining,1775,34,1,10,29,2024
13,Travel,8238,29,2,10,30,2024
13,Entertainment,2060,24,3,10,31,2024
13,Rent,16736,29,4,11,1,2024
13,Hobbies,1793,31,5,11,2,2024
13,Rent,9281,28,6,11,3,2024
13,Groceries,510,47,0,11,4,2024
13,Groceries,248,46,1,11,5,2024
13,Public Transport,363,35,2,11,6,2024
13,Utilities,1700,32,3,11,7,2024
13,Travel,6204,27,4,11,8,2024
13,Public Transport,595,38,5,11,9,2024
13,Dining,1747,32,6,11,10,2024
13,Groceries,266,24,0,11,11,2024
13,Groceries,850,45,1,11,12,2024
13,Shopping,4817,25,2,11,13,2024
13,Healthcare,1803,50,3,11,14,2024
13,Hobbies,550,18,4,11,15,2024
13,Public Transport,616,32,5,11,16,2024
13,Shopping,3995,24,6,11,17,2024
13,Subscriptions,525,22,0,11,18,2024
13,Shopping,1912,33,1,11,19,2024
13,Utilities,1045,21,2,11,20,2024
13,Healthcare,2303,35,3,11,21,2024
13,Luxury Items,16058,39,4,11,22,2024
13,Rent,10916,29,5,11,23,2024
13,Healthcare,1810,50,6,11,24,2024
13,Luxury Items,9809,39,0,11,25,2024
13,Luxury Items,8230,41,1,11,26,2024
13,Subscriptions,784,37,2,11,27,2024
13,Education,6071,30,3,11,28,2024
13,Luxury Items,24019,40,4,11,29,2024
13,Groceries,1449,27,5,11,30,2024
13,Public Transport,113,30,6,12,1,2024
13,Education,1356,30,0,12,2,2024
13,Travel,5694,34,1,12,3,2024
13,Healthcare,4725,44,2,12,4,2024
13,Dining,938,25,3,12,5,2024
13,Healthcare,4331,51,4,12,6,2024
13,Entertainment,2311,29,5,12,7,2024
13,Shopping,1952,23,6,12,8,2024
13,Luxury Items,16727,40,0,12,9,2024
13,Hobbies,549,27,1,12,10,2024
13,Dining,645,22,2,12,11,2024
13,Luxury Items,22473,29,3,12,12,2024
13,Travel,3285,20,4,12,13,2024
13,Entertainment,1650,26,5,12,14,2024
13,Travel,4220,21,6,12,15,2024
13,Dining,1445,32,0,12,16,2024
13,Public Transport,176,43,1,12,17,2024
13,Shopping,2464,21,2,12,18,2024
13,Rent,8326,39,3,12,19,2024
13,Luxury Items,15907,32,4,12,20,2024
13,Shopping,2912,29,5,12,21,2024
13,Public Transport,864,33,6,12,22,2024
13,Entertainment,1177,30,0,12,23,2024
13,Hobbies,1395,38,1,12,24,2024
13,Subscriptions,887,26,2,12,25,2024
14,Hobbies,2807,25,0,1,1,2024
14,Groceries,243,18,1,1,2,2024
14,Subscriptions,530,22,2,1,3,2024
14,Education,9216,18,3,1,4,2024
14,Public Transport,954,37,4,1,5,2024
14,Entertainment,569,19,5,1,6,2024
14,Education,8097,25,6,1,7,2024
14,Public Transport,605,25,0,1,8,2024
14,Dining,711,23,1,1,9,2024
14,Healthcare,4639,38,2,1,10,2024
14,Travel,9765,25,3,1,11,2024
14,Groceries,673,32,4,1,12,2024
14,Shopping,2668,21,5,1,13,2024
14,Healthcare,4752,22,6,1,14,2024
14,Subscriptions,484,28,0,1,15,2024
14,Hobbies,412,28,1,1,16,2024
14,Luxury Items,20484,25,2,1,17,2024
14,Rent,13446,29,3,1,18,2024
14,Dining,724,21,4,1,19,2024
14,Subscriptions,1292,22,5,1,20,2024
14,Education,6189,22,6,1,21,2024
14,Travel,8872,26,0,1,22,2024
14,Shopping,2590,21,1,1,23,2024
14,Rent,9419,38,2,1,24,2024
14,Public Transport,854,40,3,1,25,2024
14,Travel,6962,29,4,1,26,2024
14,Shopping,2209,35,5,1,27,2024
14,Groceries,955,33,6,1,28,2024
14,Shopping,2244,24,0,1,29,2024
14,Dining,1384,22,1,1,30,2024
14,Travel,4947,35,2,1,31,2024
14,Dining,1536,31,3,2,1,2024
14,Dining,282,33,4,2,2,2024
14,Subscriptions,1476,19,5,2,3,2024
14,Education,4784,28,6,2,4,2024
14,Utilities,1323,37,0,2,5,2024
14,Shopping,1341,20,1,2,6,2024
14,Groceries,271,26,2,2,7,2024
14,Healthcare,2344,58,3,2,8,2024
14,Healthcare,1521,20,4,2,9,2024
14,Healthcare,1074,25,5,2,10,2024
14,Education,4022,29,6,2,11,2024
14,Rent,9925,34,0,2,12,2024
14,Dining,296,23,1,2,13,2024
14,Public Transport,187,30,2,2,14,2024
14,Public Transport,316,27,3,2,15,2024
14,Public Transport,850,33,4,2,16,2024
14,Subscriptions,137,20,5,2,17,2024
14,Public Transport,713,41,6,2,18,2024
14,Shopping,673,28,0,2,19,2024
14,Luxury Items,8345,42,1,2,20,2024
14,Travel,7480,24,2,2,21,2024
14,Shopping,4410,21,3,2,22,2024
14,Subscriptions,434,39,4,2,23,2024
14,Healthcare,2349,22,5,2,24,2024
14,Utilities,898,48,6,2,25,2024
14,Rent,17296,29,0,2,26,2024
14,Utilities,1391,32,1,2,27,2024
14,Groceries,1369,21,2,2,28,2024
14,Education,4587,35,3,2,29,2024
14,Hobbies,2595,28,4,3,1,2024
14,Rent,11961,22,5,3,2,2024
14,Public Transport,978,45,6,3,3,2024
14,Travel,7005,40,0,3,4,2024
14,Public Transport,355,21,1,3,5,2024
14,Subscriptions,961,28,2,3,6,2024
14,Luxury Items,17725,25,3,3,7,2024
14,Groceries,959,30,4,3,8,2024
14,Healthcare,2216,55,5,3,9,2024
14,Utilities,1062,47,6,3,10,2024
14,Utilities,2285,25,0,3,11,2024
14,Rent,12849,25,1,3,12,2024
14,Entertainment,578,23,2,3,13,2024
14,Hobbies,2983,31,3,3,14,2024
14,Utilities,1162,28,4,3,15,2024
14,Public Transport,524,18,5,3,16,2024
14,Utilities,1659,28,6,3,17,2024
14,Healthcare,2218,56,0,3,18,2024
14,Luxury Items,22163,35,1,3,19,2024
14,Public Transport,661,35,2,3,20,2024
14,Education,1678,25,3,3,21,2024
14,Shopping,3245,34,4,3,22,2024
14,Travel,3615,25,5,3,23,2024
14,Rent,13080,36,6,3,24,2024
14,Luxury Items,19945,25,0,3,25,2024
14,Healthcare,2252,26,1,3,26,2024
14,Rent,16512,30,2,3,27,2024
14,Subscriptions,996,38,3,3,28,2024
14,Healthcare,4717,44,4,3,29,2024
14,Dining,1629,21,5,3,30,2024
14,Education,6432,27,6,3,31,2024
14,Luxury Items,24954,45,0,4,1,2024
14,Luxury Items,18576,26,1,4,2,2024
14,Groceries,1082,42,2,4,3,2024
14,Utilities,2385,27,3,4,4,2024
14,Healthcare,3811,25,4,4,5,2024
14,Subscriptions,1054,23,5,4,6,2024
14,Travel,9933,34,6,4,7,2024
14,Groceries,1118,40,0,4,8,2024
14,Education,5274,31,1,4,9,2024
14,Groceries,746,23,2,4,10,2024
14,Subscriptions,1353,35,3,4,11,2024
14,Travel,5596,26,4,4,12,2024
14,Groceries,681,45,5,4,13,2024
14,Rent,14493,25,6,4,14,2024
14,Public Transport,267,27,0,4,15,2024
14,Luxury Items,24186,34,1,4,16,2024
14,Entertainment,1102,22,2,4,17,2024
14,Utilities,2410,24,3,4,18,2024
14,Shopping,1164,18,4,4,19,2024
14,Utilities,2420,44,5,4,20,2024
14,Luxury Items,12520,36,6,4,21,2024
14,Education,4809,22,0,4,22,2024
14,Shopping,3813,18,1,4,23,2024
14,Luxury Items,15936,40,2,4,24,2024
14,Rent,9982,26,3,4,25,2024
14,Travel,9929,28,4,4,26,2024
14,Subscriptions,721,37,5,4,27,2024
14,Healthcare,2430,22,6,4,28,2024
14,Travel,2059,35,0,4,29,2024
14,Utilities,501,48,1,4,30,2024
14,Healthcare,3579,33,2,5,1,2024
14,Dining,829,33,3,5,2,2024
14,Groceries,1113,40,4,5,3,2024
14,Education,1876,32,5,5,4,2024
14,Shopping,3473,34,6,5,5,2024
14,Luxury Items,22270,31,0,5,6,2024
14,Utilities,1836,26,1,5,7,2024
14,Subscriptions,360,28,2,5,8,2024
14,Shopping,1365,20,3,5,9,2024
14,Travel,8962,30,4,5,10,2024
14,Public Transport,521,24,5,5,11,2024
14,Rent,13575,32,6,5,12,2024
14,Healthcare,3987,25,0,5,13,2024
14,Groceries,230,25,1,5,14,2024
14,Hobbies,2054,37,2,5,15,2024
14,Public Transport,506,38,3,5,16,2024
14,Hobbies,2572,32,4,5,17,2024
14,Public Transport,228,35,5,5,18,2024
14,Utilities,1358,35,6,5,19,2024
14,Education,4359,25,0,5,20,2024
14,Healthcare,932,33,1,5,21,2024
14,Dining,842,29,2,5,22,2024
